id,tipo_equipo,enciende,sufrio_golpe,hace_ruido,sobrecalienta,muy_lento,pantalla_negra,pantalla_azul,no_imprime,atasca_papel,imprime_lineas,succion_bomba,no_enciende_del_todo,reinicia_solo,error_sistema,pitidos_encendido,funciona_sin_bateria,funciona_tras_golpe,muy_lento_post_formato,tipo_falla,reparacion,costo_aprox
1978,PC de escritorio,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,Falla de pantalla,Cambio de pantalla,186.22
1979,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,194.99
1980,Laptop,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.85
1981,Laptop,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,181.07
1982,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Falla de pantalla,Cambio de pantalla,181.25
1983,PC de escritorio,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.1
1984,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.88
1985,Laptop,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,Falla de pantalla,Cambio de pantalla,197.26
1986,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,189.0
1987,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.33
1988,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.55
1989,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.12
1990,PC de escritorio,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,Falla de pantalla,Cambio de pantalla,188.87
1991,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.38
1992,PC de escritorio,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,197.99
1993,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.97
1994,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.95
1995,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,184.59
1996,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,194.42
1997,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,194.72
1998,Laptop,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,192.49
1999,Laptop,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.54
2000,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,195.97
2001,Laptop,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,Falla de pantalla,Cambio de pantalla,192.41
2002,Laptop,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,197.79
2003,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,195.58
2004,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,198.66
2005,Laptop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,184.72
2006,PC de escritorio,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,186.12
2007,PC de escritorio,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,Falla de pantalla,Cambio de pantalla,192.91
2008,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,185.27
2009,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.33
2010,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,196.72
2011,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,199.85
2012,Laptop,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,Falla de pantalla,Cambio de pantalla,192.94
2013,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,195.04
2014,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,193.16
2015,Laptop,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,Falla de pantalla,Cambio de pantalla,197.28
2016,PC de escritorio,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.16
2017,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.45
2018,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,180.55
2019,Laptop,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,Falla de pantalla,Cambio de pantalla,182.9
2020,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.88
2021,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,198.04
2022,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.79
2023,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,197.76
2024,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,182.06
2025,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.82
2026,PC de escritorio,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,Falla de pantalla,Cambio de pantalla,198.6
2027,Laptop,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,180.46
2028,Laptop,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,Falla de pantalla,Cambio de pantalla,196.43
2029,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.94
2030,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.42
2031,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.8
2032,Laptop,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,199.75
2033,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,189.25
2034,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.86
2035,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,188.19
2036,PC de escritorio,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,184.99
2037,Laptop,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.8
2038,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,194.96
2039,Laptop,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,Falla de pantalla,Cambio de pantalla,184.04
2040,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,195.91
2041,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.65
2042,Laptop,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.36
2043,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,199.95
2044,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,198.03
2045,Laptop,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,194.64
2046,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.61
2047,Laptop,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,189.54
2048,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Falla de pantalla,Cambio de pantalla,188.51
2049,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.16
2050,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,188.6
2051,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,196.02
2052,Laptop,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,188.9
2053,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.22
2054,Laptop,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.4
2055,PC de escritorio,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.28
2056,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,185.93
2057,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,198.76
2058,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.6
2059,PC de escritorio,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,184.54
2060,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.43
2061,Laptop,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,Falla de pantalla,Cambio de pantalla,187.48
2062,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,189.28
2063,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,194.93
2064,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,197.97
2065,Laptop,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,Falla de pantalla,Cambio de pantalla,186.25
2066,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,189.7
2067,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.69
2068,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,188.39
2069,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.99
2070,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,192.84
2071,Laptop,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,Falla de pantalla,Cambio de pantalla,197.79
2072,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,199.45
2073,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.35
2074,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.41
2075,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,182.23
2076,Laptop,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.61
2077,PC de escritorio,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,188.92
2078,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,180.23
2079,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,184.36
2080,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Falla de pantalla,Cambio de pantalla,196.39
2081,PC de escritorio,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.51
2082,PC de escritorio,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.42
2083,PC de escritorio,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.31
2084,Laptop,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,196.89
2085,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Falla de pantalla,Cambio de pantalla,183.46
2086,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.96
2087,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,195.57
2088,Laptop,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,180.18
2089,Laptop,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,Falla de pantalla,Cambio de pantalla,199.5
2090,Laptop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,194.17
2091,PC de escritorio,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,188.95
2092,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,192.81
2093,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.41
2094,Laptop,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,Falla de pantalla,Cambio de pantalla,191.91
2095,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.76
2096,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.32
2097,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.93
2098,Laptop,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,184.5
2099,Laptop,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.38
2100,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,195.77
2101,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,185.66
2102,Laptop,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.26
2103,PC de escritorio,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,Falla de pantalla,Cambio de pantalla,199.29
2104,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.2
2105,Laptop,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,188.45
2106,Laptop,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,196.99
2107,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,196.36
2108,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,191.75
2109,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,180.2
2110,Laptop,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,189.16
2111,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,193.23
2112,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,182.4
2113,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,180.02
2114,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,198.06
2115,Laptop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.43
2116,Laptop,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,186.32
2117,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.35
2118,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.04
2119,Laptop,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,193.65
2120,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,196.31
2121,Laptop,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,196.35
2122,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,182.18
2123,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.6
2124,Laptop,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,Falla de pantalla,Cambio de pantalla,193.74
2125,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,184.39
2126,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,189.12
2127,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,195.95
2128,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.29
2129,PC de escritorio,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.67
2130,Laptop,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.49
2131,PC de escritorio,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,195.59
2132,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,191.51
2133,PC de escritorio,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,188.16
2134,Laptop,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,Falla de pantalla,Cambio de pantalla,195.72
2135,PC de escritorio,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,Falla de pantalla,Cambio de pantalla,190.4
2136,Laptop,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,Falla de pantalla,Cambio de pantalla,193.44
2137,Laptop,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.24
2138,Laptop,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Falla de pantalla,Cambio de pantalla,188.48
2139,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,182.11
2140,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,189.71
2141,PC de escritorio,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,192.7
2142,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,187.55
2143,PC de escritorio,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,197.19
2144,PC de escritorio,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,Falla de pantalla,Cambio de pantalla,181.62
2145,Laptop,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.67
2146,Laptop,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,Falla de pantalla,Cambio de pantalla,185.05
2147,PC de escritorio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.92
2148,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,198.83
2149,PC de escritorio,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,191.94
2150,Laptop,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Falla de pantalla,Cambio de pantalla,182.65
2151,PC de escritorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,185.71
2152,Laptop,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Falla de pantalla,Cambio de pantalla,180.98
2153,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,180.97
2154,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,185.06
2155,PC de escritorio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,184.64
2156,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,184.0
2157,PC de escritorio,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,186.18
2158,Laptop,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,186.23
2159,PC de escritorio,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Falla de pantalla,Cambio de pantalla,196.98
2160,Laptop,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.36
2161,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,183.29
2162,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,193.13
2163,Laptop,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Falla de pantalla,Cambio de pantalla,192.08
2164,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Falla de pantalla,Cambio de pantalla,195.43
2165,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Falla de pantalla,Cambio de pantalla,197.46
2166,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,181.79
2167,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.0
2168,Laptop,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,Falla de pantalla,Cambio de pantalla,192.8
2169,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,188.43
2170,Laptop,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Falla de pantalla,Cambio de pantalla,195.93
2171,Laptop,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,190.96
2172,Laptop,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,Falla de pantalla,Cambio de pantalla,190.33
2173,Laptop,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,181.94
2174,PC de escritorio,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,190.85
2175,PC de escritorio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,186.81
2176,Laptop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,184.46
2177,Laptop,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Falla de pantalla,Cambio de pantalla,189.83
2178,PC de escritorio,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Falla de pantalla,Cambio de pantalla,180.54
2179,PC de escritorio,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,Falla de pantalla,Cambio de pantalla,189.84
